40.607361   	-75.491472
40.59925   	-75.482139
40.617417   	-75.496083
40.601056   	-75.475667
40.585944   	-75.460667
40.597056   	-75.524583
40.598556   	-75.527667
40.572417   	-75.477889
40.581111   	-75.524028
40.559778   	-75.487806
40.585833   	-75.460556
40.576389   	-75.528333
40.575556   	-75.53
40.562361   	-75.485
40.591944   	-75.541667
40.574722   	-75.532778
40.593333   	-75.545417
40.556667   	-75.489722
40.571667   	-75.543056
40.61125   	-75.564889
40.638056   	-75.433611
40.640278   	-75.435
40.637222   	-75.433889
40.591944   	-75.587778
40.651944   	-75.434444
40.556389   	-75.580833
40.579722   	-75.620556
40.578333   	-75.621667
40.577222   	-75.625556
40.584167   	-75.625278
40.608889   	-75.378056
40.609167   	-75.385556
40.580333   	-75.391111
40.618333   	-75.378889
40.619444   	-75.381806
40.623056   	-75.37825
40.643889   	-75.345972
40.644722   	-75.424444
40.644444   	-75.425278
40.660833   	-75.382083
40.656944   	-75.416389
40.656667   	-75.418056
40.656389   	-75.419167
40.665833   	-75.381667
40.665556   	-75.388889
40.675556   	-75.344722
40.575972   	-75.623083
40.922139   	-75.399944
40.559139   	-75.411972
40.535972   	-75.3885
40.26575   	-75.226667
40.184917   	-75.451167
40.159389   	-75.473278
40.517889   	-75.386583
40.25925   	-75.728417
40.273806   	-75.127167
40.310167   	-75.130833
40.310389   	-75.130528
40.320833   	-75.130806
40.321778   	-75.130889
40.322694   	-75.13
40.323194   	-75.130139
40.325   	-75.129444
40.683611   	-75.256389
40.654528   	-75.286111
40.690556   	-75.250278
40.688556   	-75.252778
40.655278   	-75.286944
40.687139   	-75.209306
40.693722   	-75.209028
40.709722   	-75.280694
40.7155   	-75.285222
40.716278   	-75.284083
40.713056   	-75.222222
40.529   	-75.506611
40.536417   	-75.489444
40.401333   	-75.8595
40.582028   	-75.627667
40.3265   	-75.619972
40.561778   	-75.9995
40.562611   	-76.005639
40.266806   	-75.376417
40.288167   	-75.265694
40.59375   	-75.338333
40.567278   	-75.340111
40.244806   	-75.3425
40.232222   	-75.283333
40.236389   	-75.288333
40.229722   	-75.313333
40.247639   	-75.294306
40.443083   	-75.953917
40.836806   	-75.685694
40.81475   	-75.734444
40.520278   	-75.569722
40.525417   	-75.548694
40.245694   	-75.244056
40.254528   	-75.248472
40.871722   	-75.057639
40.715278   	-75.288056
40.718306   	-75.288861
40.861167   	-75.818639
40.296389   	-75.189083
40.659389   	-75.692
40.211667   	-75.277722
40.235111   	-75.244861
40.233806   	-75.244556
40.232778   	-75.241333
40.235111   	-75.244722
40.238667   	-75.239833
40.229444   	-75.238333
40.210278   	-75.226944
40.209583   	-75.224306
40.208611   	-75.227222
40.210139   	-75.222778
40.393028   	-75.501917
40.364278   	-75.297778
40.398389   	-75.270806
40.386194   	-75.145889
40.242972   	-75.619667
40.233778   	-75.620139
40.236472   	-75.570694
40.252694   	-75.659722
40.255361   	-75.659444
40.447056   	-75.361167
40.444083   	-75.359361
40.443278   	-75.356306
40.460111   	-75.369333
40.436222   	-75.417472
40.434083   	-75.418
40.350639   	-75.919444
40.368889   	-75.92825
40.370472   	-75.928167
40.335667   	-75.927722
40.335222   	-75.930833
40.365833   	-75.955139
40.3335   	-75.92825
40.397417   	-75.929
40.384917   	-75.926472
40.373056   	-75.966111
40.320556   	-75.934444
40.3575   	-75.983611
40.304306   	-75.8575
40.194583   	-75.533611
40.198333   	-75.525972
40.678139   	-75.6115
40.660833   	-75.599167
40.303167   	-75.985361
40.325   	-76.016667
40.316306   	-75.308889
40.327306   	-75.881
40.329722   	-75.332583
40.415917   	-75.921861
40.551278   	-75.593944
40.757389   	-75.594444
40.220167   	-75.140611
40.231194   	-75.136333
40.216667   	-75.140417
40.263889   	-75.132333
40.334444   	-75.943056
40.336   	-75.946667
40.638028   	-75.490278
40.645417   	-75.492667
40.6305   	-75.481056
40.629972   	-75.480306
40.630389   	-75.480389
40.636111   	-75.487167
40.836056   	-75.297028
40.336667   	-75.957083
40.336611   	-75.95425
40.341028   	-75.970278
40.34   	-75.977889
40.346389   	-75.9625
40.347222   	-75.972778
40.361667   	-75.988333
40.356111   	-75.982778
40.3575   	-75.979333
