6.7,9.6,58.0,,593.0,1,3,5,345,345,174585,174585,9
7.8,5.0,240.0,7.97,1730.0,0,3,11,270,270,476910,50130,2
7.4,11.8,85.0,0.73,1.0,0,1,10,1305,135,428985,98055,9
8.1,24.2,532.0,,809.0,1,1,5,1290,150,207210,207210,9
7.5,9.7,91.0,0.64,0.17,0,2,10,675,675,416835,110205,9
7.8,17.5,344.0,,52.0,1,1,5,1200,240,194160,194160,9
7.7,27.2,319.0,,9350.0,2,3,7,150,150,305430,221610,7
8.0,21.9,546.0,,809.0,1,1,5,1200,240,202800,202800,9
7.0,3.9,156.0,2.82,1270.0,0,0,11,1020,420,473340,53700,8
7.5,26.4,471.0,5.75,351.0,2,1,9,1380,60,352740,174300,8
7.8,22.5,319.0,,1290.0,2,1,8,1290,150,329610,197430,8
,15.2,284.0,10.43,,0,1,10,1095,345,410055,116985,9
8.0,22.9,298.0,,1460.0,2,2,7,630,630,294390,232650,8
8.0,23.7,970.0,,50.0,2,3,8,30,30,338430,188610,8
7.9,23.2,278.0,,9470.0,2,1,8,1410,30,335490,191550,8
7.4,15.2,198.0,,,0,2,10,570,570,412410,114630,8
7.0,13.4,47.0,,217.0,1,1,6,1335,105,228855,228855,9
7.8,23.9,306.0,,1330.0,2,3,8,0,0,322560,204480,8
8.6,26.7,1230.0,,11.0,1,0,6,780,660,249900,249900,9
7.8,18.4,290.0,6.8,4550.0,1,2,6,570,570,226650,226650,9
,26.2,,,,2,1,8,1110,330,309270,217770,8
7.8,21.9,521.0,6.73,4160.0,2,3,9,150,150,377430,149610,8
7.3,4.4,664.0,2.76,6.1,0,1,11,1410,30,475170,51870,1
7.2,17.9,129.0,2.32,814.0,0,0,10,765,675,409725,117315,8
8.6,23.3,262.0,,3020.0,1,0,6,720,720,241200,241200,1
8.0,14.4,303.0,,88.0,1,1,4,1140,300,172500,172500,9
8.2,11.5,419.0,,1400.0,1,3,4,120,120,134040,134040,9
6.8,10.5,104.0,,785.0,1,1,6,1380,60,243300,243300,9
7.5,21.2,353.0,,59.0,1,2,6,510,510,253950,253950,8
7.0,10.2,47.0,,149.0,3,3,3,255,255,121215,121215,9
8.1,21.5,78.0,,800.0,1,1,5,1170,270,218610,218610,8
7.5,18.1,370.0,,2120.0,1,1,5,1200,240,186960,186960,8
,20.6,392.0,,1040.0,2,0,9,870,570,391110,135930,8
7.3,5.7,54.0,0.73,2.3,0,1,11,1245,195,453405,73635,1
7.2,15.7,116.0,,49700.0,1,0,5,855,585,196695,196695,9
7.5,7.7,197.0,,,0,2,11,600,600,464280,62760,1
8.0,19.3,346.0,,45.0,1,3,5,0,0,203040,203040,8
7.4,21.7,84.0,,890.0,1,0,6,990,450,238590,238590,9
6.3,14.8,106.0,,890.0,2,3,8,255,255,337215,189825,8
7.6,18.5,329.0,,1220.0,2,3,9,180,180,386100,140940,8
7.9,15.9,243.0,3.85,13600.0,0,1,10,1080,360,430200,96840,9
7.4,20.2,206.0,,311.0,2,0,9,930,510,378210,148830,9
8.5,11.6,697.0,1.67,83.0,0,1,10,1170,270,405810,121230,1
7.6,28.8,446.0,,,2,3,7,285,285,273885,253155,8
7.6,22.0,456.0,,809.0,1,2,6,690,690,257010,257010,8
6.9,13.3,635.0,1.34,370.0,0,0,10,735,705,424095,102945,9
7.0,29.2,409.0,,932.0,1,1,6,1410,30,249090,249090,8
7.7,13.2,487.0,,69.0,2,2,9,420,420,366180,160860,9
7.4,23.1,304.0,,,1,2,5,525,525,213645,213645,9
7.4,6.9,90.0,2.42,738.0,0,0,11,1005,435,454605,72435,2
7.4,30.7,452.0,,990.0,2,3,7,75,75,272235,254805,7
7.5,22.1,395.0,,48.0,2,3,7,180,180,265140,261900,8
7.8,14.5,431.0,6.06,1270.0,0,1,10,1380,60,418980,108060,9
7.9,7.9,351.0,2.43,61.0,0,1,11,1335,105,472215,54825,1
7.8,6.2,332.0,2.48,69.0,0,3,11,225,225,462465,64575,1
8.3,16.5,467.0,6.11,1450.0,3,2,3,360,360,115560,115560,1
6.9,21.7,57.0,,80.0,1,0,6,990,450,250110,250110,8
7.6,11.2,693.0,1.28,65.0,0,1,10,1380,60,434820,92220,9
7.7,14.5,455.0,,129.0,2,2,9,690,690,377970,149070,9
7.6,19.0,204.0,,3640.0,1,0,5,1050,390,208410,208410,9
7.2,11.6,45.0,,158.0,3,1,3,1110,330,120630,120630,9
7.9,7.5,388.0,6.19,1690.0,0,1,11,1380,60,466500,60540,1
8.0,10.9,290.0,,74.0,3,2,3,630,630,110070,110070,1
7.2,18.6,309.0,,2730.0,2,2,9,450,450,371970,155070,7
7.3,26.6,303.0,,3350.0,1,3,6,30,30,260670,260670,7
8.4,28.5,124.0,,126.0,2,1,7,1410,30,285090,241950,8
7.5,12.2,297.0,,355.0,3,2,3,600,600,105720,105720,9
8.4,28.7,751.0,,41.0,1,0,6,1005,435,251565,251565,9
8.2,26.5,879.0,,67.0,2,1,7,1185,255,289185,237855,9
7.6,23.8,756.0,,103.0,2,2,9,555,555,357675,169365,7
7.1,13.9,296.0,2.83,120.0,0,3,10,120,120,435000,92040,8
7.7,15.8,363.0,9.61,7800.0,0,1,10,1200,240,421680,105360,9
8.8,12.9,526.0,5.99,1020.0,1,2,4,690,690,147570,147570,1
7.4,17.7,129.0,,248.0,2,2,9,405,405,367605,159435,8
9.1,16.9,183.0,,,1,0,5,990,450,179550,179550,2
7.9,9.8,252.0,,6630.0,1,2,4,510,510,147390,147390,1
8.0,25.1,735.0,,146.0,2,1,8,1395,45,321075,205965,8
7.1,11.4,243.0,2.91,3390.0,0,2,10,510,510,410910,116130,9
7.4,7.9,80.0,,1570.0,1,2,4,525,525,170445,170445,1
7.6,23.6,375.0,,92.0,2,3,8,300,300,344460,182580,8
7.6,26.2,110.0,,223.0,2,3,7,150,150,263670,263370,8
7.0,19.1,130.0,,1110.0,0,3,10,30,30,397470,129570,8
7.8,28.5,408.0,,,2,1,8,1185,255,315105,211935,8
7.1,9.1,538.0,1.56,13.0,0,3,11,330,330,443850,83190,8
,26.3,,,,2,0,7,840,600,303240,223800,9
7.4,18.8,153.0,,51100.0,1,2,6,600,600,223800,223800,8
,7.5,,10.44,,0,3,11,300,300,459660,67380,1
7.7,21.9,273.0,,2730.0,2,0,9,795,645,362235,164805,8
8.4,26.0,258.0,,2030.0,2,3,7,45,45,298125,228915,7
7.3,7.0,107.0,2.54,988.0,0,0,11,750,690,478830,48210,9
7.5,19.3,151.0,,56700.0,1,1,6,1290,150,221610,221610,8
7.9,24.5,299.0,,952.0,2,2,7,630,630,275670,251370,8
7.6,27.0,251.0,,,2,2,7,450,450,287010,240030,8
8.5,23.2,269.0,,6980.0,2,3,9,60,60,371580,155460,8
8.0,4.7,432.0,8.2,1500.0,0,0,11,990,450,479070,47970,1
7.4,24.0,365.0,,1730.0,2,2,7,420,420,304260,222780,8
8.3,10.4,578.0,1.31,69.0,0,0,10,1035,405,412875,114165,2
8.6,28.8,101.0,,268.0,1,1,6,1245,195,260445,260445,8
8.0,25.9,337.0,,128.0,2,1,8,1170,270,310770,216270,8
,6.3,179.0,12.44,,0,1,11,1425,15,455025,72015,1
7.3,22.0,468.0,,,2,3,9,225,225,381825,145215,8
,25.0,,10.57,,2,2,8,495,495,347535,179505,8
7.3,6.1,120.0,5.17,4950.0,0,3,12,180,180,498420,28620,1
7.5,26.1,300.0,,5760.0,2,2,7,630,630,281430,245610,7
8.2,30.4,279.0,,2730.0,2,0,7,840,600,265800,261240,1
,15.5,,,,0,2,10,420,420,429540,97500,8
7.6,13.9,590.0,3.13,22.0,0,1,10,1380,60,427620,99420,8
7.8,23.1,525.0,,799.0,1,1,5,1365,75,218805,218805,8
7.8,24.1,364.0,,138.0,2,2,8,630,630,308790,218250,8
7.0,2.9,56.0,0.87,77.0,0,2,11,450,450,459810,67230,1
7.1,16.6,213.0,,,0,3,10,120,120,416280,110760,8
,6.4,,10.24,,0,1,11,1335,105,452055,74985,1
8.1,19.2,606.0,,54.0,2,1,9,1155,285,372675,154365,1
7.7,8.7,347.0,8.45,2300.0,0,0,11,930,510,460290,66750,9
7.3,9.8,395.0,2.87,9.8,0,2,11,390,390,439590,87450,9
8.4,9.9,444.0,,,3,3,3,211,211,103891,103891,2
7.7,11.2,280.0,3.3,3020.0,0,3,10,150,150,420630,106410,8
7.2,14.2,654.0,1.07,260.0,0,1,10,1395,45,416115,110925,9
7.9,6.4,318.0,,424.0,3,0,2,720,720,79920,79920,2
7.8,13.7,361.0,1.78,110.0,0,0,10,900,540,415620,111420,9
8.4,13.4,311.0,,258.0,1,1,4,1140,300,143700,143700,1
7.4,20.6,104.0,,282.0,1,2,6,495,495,258255,258255,8
7.3,12.2,234.0,2.43,905.0,0,2,10,360,360,417960,109080,9
8.0,4.9,388.0,2.99,29.0,0,3,11,180,180,476820,50220,1
7.0,9.7,50.0,,65.0,1,0,4,720,720,151920,151920,1
7.3,17.6,519.0,,1040.0,2,3,9,15,15,393135,133905,9
,25.6,,10.45,,2,3,9,300,300,353100,173940,7
7.0,21.3,110.0,,129.0,1,0,6,930,510,254370,254370,9
6.9,26.5,232.0,,,2,2,7,630,630,267030,260010,7
7.7,16.0,382.0,,49.0,2,1,9,1425,15,394545,132495,8
7.0,23.1,140.0,,50.0,2,1,9,1200,240,359760,167280,8
8.9,12.4,457.0,,977.0,1,2,4,540,540,144540,144540,9
8.1,26.2,347.0,,110.0,2,1,7,1230,210,305070,221970,9
7.4,9.7,453.0,2.24,8.4,0,2,11,510,510,439710,87330,8
7.3,18.1,163.0,,395.0,1,0,5,780,660,196620,196620,8
,26.1,,,,2,0,8,855,585,309015,218025,8
8.1,5.4,428.0,6.21,1770.0,0,0,11,870,570,477510,49530,1
7.5,15.8,47.0,,97.0,1,1,5,1110,330,204150,204150,9
7.2,7.1,,2.45,914.0,0,1,12,1410,30,485250,41790,9
7.5,12.5,223.0,2.62,1070.0,0,3,10,300,300,423660,103380,9
7.6,26.0,182.0,,,2,2,8,630,630,307350,219690,8
8.9,24.0,266.0,,2370.0,2,0,8,870,570,334950,192090,1
8.0,21.0,292.0,,1460.0,2,2,8,510,510,334590,192450,8
8.0,14.2,412.0,8.07,1180.0,0,2,10,660,660,419700,107340,9
6.8,7.5,104.0,,2690.0,1,0,5,795,645,187995,187995,9
7.4,10.9,253.0,2.58,9.9,0,3,10,30,30,437790,89250,9
8.0,25.4,509.0,,940.0,1,1,5,1170,270,212850,212850,9
7.8,21.8,382.0,,138.0,2,1,8,1185,255,313665,213375,9
6.7,17.1,102.0,,164.0,1,1,6,1335,105,228855,228855,9
6.9,12.0,113.0,,76.0,0,2,10,450,450,395010,132030,9
7.6,12.8,94.0,,0.71,2,2,9,435,435,371955,155085,9
7.0,21.0,111.0,,91.0,2,2,8,480,480,327360,199680,8
7.8,15.3,524.0,,668.0,0,0,10,750,690,395310,131730,9
,7.9,,13.89,,0,1,11,1140,300,446100,80940,1
7.2,15.9,219.0,,,1,2,5,360,360,189000,189000,8
7.7,13.9,317.0,8.45,17600.0,0,1,10,1320,120,436200,90840,9
7.7,4.2,991.0,2.33,38.0,0,2,11,630,630,480150,46890,1
8.5,20.9,288.0,,2440.0,2,0,9,885,555,372405,154635,1
7.7,6.4,269.0,7.9,1650.0,0,1,12,1230,210,495150,31890,1
7.6,15.7,287.0,,390.0,0,2,10,600,600,396600,130440,9
7.6,1.2,178.0,5.64,6150.0,0,2,12,630,630,520470,6570,2
7.2,17.0,194.0,,,0,0,10,1050,390,407130,119910,8
7.5,12.0,439.0,2.7,96.0,0,0,10,870,570,438630,88410,8
7.2,18.2,478.0,,756.0,2,0,9,840,600,393960,133080,9
7.9,22.1,538.0,,830.0,1,0,5,930,510,203970,203970,9
7.9,19.1,347.0,,45.0,1,3,5,60,60,203100,203100,8
,5.7,201.0,11.51,,0,3,11,300,300,468300,58740,1
7.5,25.9,234.0,,,2,2,8,360,360,315720,211320,8
8.4,24.3,782.0,,88.0,2,0,8,960,480,323520,203520,9
6.9,20.0,129.0,,988.0,2,0,9,795,645,392475,134565,8
7.5,22.3,337.0,,,1,1,6,1080,360,227160,227160,9
7.6,18.5,444.0,,109.0,1,2,5,510,510,210750,210750,8
8.3,25.4,436.0,,18.0,2,1,8,1410,30,319650,207390,8
7.3,24.6,326.0,,3180.0,2,2,7,555,555,262635,262635,8
9.0,24.1,263.0,,2390.0,2,0,8,1020,420,333660,193380,2
7.1,13.9,113.0,,85.0,2,1,9,1200,240,394320,132720,9
7.1,22.2,137.0,,28.0,2,1,9,1335,105,354135,172905,8
,25.3,,,,2,3,8,330,330,332970,194070,8
,26.4,,10.14,,1,2,6,540,540,261180,261180,7
,16.6,,9.73,,0,1,10,1200,240,404400,122640,9
8.3,21.0,779.0,,44.0,2,1,9,1170,270,374130,152910,9
8.4,17.0,293.0,,3110.0,2,1,9,1290,150,378570,148470,9
7.6,16.7,377.0,,165.0,1,1,5,1335,105,177015,177015,9
9.2,31.4,314.0,,2540.0,2,0,8,855,585,310455,216585,4
7.7,13.0,218.0,,,3,0,3,840,600,126120,126120,9
7.0,10.7,328.0,,2230.0,1,3,4,120,120,132600,132600,1
7.1,9.9,121.0,1.85,52.0,0,0,10,750,690,406830,120210,9
7.7,23.2,82.0,,738.0,1,1,5,1305,135,215865,215865,8
6.4,16.7,108.0,,875.0,2,3,8,300,300,348780,178260,8
7.5,27.6,513.0,,864.0,2,1,7,1110,330,281910,245130,7
8.6,23.4,268.0,,6870.0,2,3,9,30,30,371550,155490,9
,26.5,,,,2,0,7,975,465,293295,233745,7
,13.4,,,,0,3,10,300,300,438060,88980,9
7.5,31.3,461.0,,879.0,2,0,7,960,480,287520,239520,7
7.7,17.0,91.0,,,2,0,8,1020,420,350940,176100,9
,16.9,,,,0,3,10,180,180,416340,110700,8
7.8,8.8,292.0,3.15,56.0,0,3,11,210,210,445170,81870,1
6.6,18.2,113.0,,639.0,2,1,9,1185,255,359745,167295,8
7.3,3.9,61.0,0.7,1.5,0,2,12,450,450,484290,42750,1
8.5,24.0,281.0,,2330.0,2,0,8,900,540,345060,181980,9
7.6,17.4,213.0,,4380.0,1,3,6,135,135,223335,223335,8
7.4,27.4,511.0,,,2,0,7,960,480,301920,225120,8
8.3,16.9,299.0,,3020.0,2,1,9,1380,60,382980,144060,9
,9.9,251.0,15.39,,0,0,10,765,675,438525,88515,9
7.4,26.0,451.0,,,2,1,8,1335,105,349815,177225,7
8.8,11.0,657.0,,70.0,1,2,4,690,690,144690,144690,1
7.1,18.9,573.0,10.12,1970.0,0,0,10,930,510,405570,121470,8
8.3,19.8,477.0,,17.0,2,1,9,1320,120,372840,154200,8
7.8,16.9,153.0,,,0,2,10,420,420,394980,132060,9
7.0,2.3,40.0,0.89,11.0,0,0,12,1050,390,525210,1830,1
7.2,23.3,182.0,,,1,2,6,660,660,223860,223860,8
7.5,25.9,424.0,5.91,760.0,2,2,8,660,660,347700,179340,8
7.8,11.3,94.0,,1330.0,1,1,4,1215,225,168255,168255,1
7.5,21.9,315.0,,174.0,2,2,7,480,480,269760,257280,8
7.7,6.2,338.0,,3070.0,3,1,3,1140,300,88980,88980,1
8.0,25.4,362.0,,48.0,2,1,7,1140,300,294900,232140,8
7.0,19.8,67.0,,26.0,2,3,8,330,330,315690,211350,8
7.3,26.6,125.0,,229.0,2,2,8,360,360,311400,215640,7
7.3,9.6,270.0,2.28,2.4,0,2,10,540,540,412380,114660,9
8.0,12.0,618.0,2.87,532.0,0,3,10,225,225,425025,102015,9
7.2,26.5,436.0,,,2,0,9,720,720,359280,167760,7
7.1,13.5,68.0,,26.0,0,3,10,165,165,396165,130875,9
7.7,22.4,503.0,5.82,519.0,2,3,9,240,240,374640,152400,8
7.5,19.2,248.0,,5590.0,2,0,9,720,720,378000,149040,9
7.9,25.6,440.0,5.98,986.0,1,1,6,1230,210,258990,258990,8
,17.1,303.0,10.39,,0,1,10,1245,195,404445,122595,8
7.5,14.7,79.0,,1120.0,3,1,3,1320,120,119400,119400,9
7.7,6.8,403.0,,,3,0,3,901,539,95941,95941,2
,26.1,,,,2,0,7,960,480,304800,222240,8
5.9,6.3,210.0,5.06,3190.0,0,3,11,0,0,447840,79200,1
8.0,10.1,428.0,4.09,89.0,0,1,10,1155,285,404355,122685,1
7.2,23.0,74.0,,14.0,2,1,9,1125,315,356805,170235,8
6.9,9.6,44.0,,177.0,1,3,5,240,240,174480,174480,9
7.0,9.3,72.0,,287.0,1,3,4,255,255,137055,137055,9
8.1,24.8,88.0,,670.0,1,0,6,870,570,247110,247110,9
6.9,11.8,47.0,,189.0,1,3,5,30,30,194430,194430,9
7.0,23.9,65.0,,30.0,2,3,7,90,90,270810,256230,8
,20.4,,9.69,,2,3,9,345,345,383385,143655,8
7.2,12.7,205.0,5.51,13900.0,0,3,10,75,75,436395,90645,9
7.2,6.4,247.0,2.9,1660.0,0,2,11,510,510,446910,80130,1
6.7,22.6,646.0,,296.0,2,3,8,165,165,350085,176955,8
7.3,27.4,472.0,,,2,2,7,630,630,294390,232650,7
7.1,21.0,57.0,,97.0,2,0,8,855,585,307575,219465,9
8.7,14.3,204.0,,,1,1,4,1140,300,139380,139380,1
7.9,13.5,305.0,,201.0,1,0,5,1020,420,179580,179580,9
6.9,23.1,133.0,,47.0,2,1,9,1365,75,361365,165675,8
7.5,15.5,512.0,10.41,2930.0,0,3,10,150,150,426390,100650,9
7.6,23.3,363.0,,148.0,2,1,7,1110,330,289110,237930,8
7.7,10.0,120.0,1.73,182.0,0,3,10,45,45,411885,115155,1
7.6,23.9,209.0,,73.0,2,3,7,225,225,270945,256095,7
7.2,23.8,120.0,,85.0,2,0,8,840,600,310440,216600,9
7.4,15.1,601.0,2.75,5.8,0,0,10,1020,420,404220,122820,1
7.5,22.2,373.0,,51.0,2,3,9,180,180,361620,165420,8
8.4,26.0,422.0,,23.0,2,0,8,990,450,309150,217890,9
7.6,18.4,421.0,6.18,1690.0,1,1,5,1200,240,184080,184080,8
7.0,20.5,202.0,,,2,0,9,990,450,394110,132930,7
7.4,22.0,349.0,,,1,2,6,615,615,229575,229575,8
7.8,24.9,433.0,5.91,760.0,1,3,6,240,240,258000,258000,8
7.8,4.7,263.0,7.79,1500.0,0,2,12,510,510,484350,42690,2
7.1,8.8,191.0,5.01,5080.0,0,0,11,975,465,440175,86865,9
8.2,24.1,407.0,,,2,1,8,1350,90,346950,180090,8
7.4,24.2,310.0,,3730.0,2,2,8,660,660,330420,196620,9
6.7,12.0,109.0,,600.0,2,1,7,1365,75,274965,252075,8
7.0,15.2,77.0,,225.0,1,2,5,405,405,202005,202005,9
7.1,12.2,162.0,,,0,2,11,660,660,441300,85740,8
7.0,6.8,52.0,1.55,231.0,0,2,11,705,705,442785,84255,1
7.0,13.9,219.0,,4300.0,1,2,5,585,585,189225,189225,9
7.8,3.4,487.0,2.3,248.0,0,3,11,285,285,479805,47235,1
7.2,6.7,49.0,,74.0,1,2,4,705,705,146145,146145,1
8.3,25.8,126.0,,161.0,2,1,8,1185,255,332385,194655,9
7.2,28.4,491.0,,,2,1,8,1350,90,312390,214650,7
7.8,25.4,356.0,,1040.0,2,3,7,210,210,270930,256110,8
7.5,21.9,337.0,,,1,3,6,120,120,226200,226200,8
6.9,12.6,45.0,,284.0,1,2,5,405,405,177525,177525,9
7.3,24.4,291.0,,5020.0,1,0,5,1050,390,217050,217050,8
7.5,19.1,157.0,,5120.0,1,3,5,90,90,213210,213210,9
7.7,20.4,294.0,,99.0,1,0,5,960,480,201120,201120,9
8.0,19.7,411.0,,38.0,2,1,9,1080,360,374040,153000,9
7.8,16.9,800.0,,44.0,2,2,9,405,405,374805,152235,8
,24.3,,10.71,,2,3,9,135,135,364455,162585,7
6.7,13.2,58.0,,772.0,1,3,5,75,75,191595,191595,9
7.5,23.2,138.0,,122.0,2,2,9,435,435,353235,173805,8
7.4,14.0,336.0,,,1,0,4,1050,390,152250,152250,9
,24.8,,,,2,2,9,615,615,363495,163545,8
7.3,2.5,57.0,0.71,1.8,0,3,11,75,75,465195,61845,1
7.5,21.6,470.0,,1370.0,2,2,8,690,690,337650,189390,8
7.9,16.7,563.0,,23.0,2,1,9,1350,90,380070,146970,8
7.6,9.6,285.0,8.83,3860.0,0,0,11,960,480,445920,81120,9
,16.8,,9.82,,0,2,10,480,480,405120,121920,8
7.6,9.8,85.0,,1490.0,1,0,4,840,600,169320,169320,1
7.5,16.4,158.0,,5330.0,1,0,5,990,450,199710,199710,9
7.6,6.7,80.0,3.01,257.0,0,1,11,1140,300,457620,69420,1
7.6,16.5,78.0,,,2,2,8,675,675,327555,199485,9
8.5,11.1,434.0,,,3,1,3,1291,149,104971,104971,1
7.9,28.6,451.0,,,2,0,7,900,540,280260,246780,8
7.8,17.5,85.0,,,2,2,8,705,705,317505,209535,9
,6.8,,12.14,,0,3,11,75,75,449355,77685,1
7.0,19.9,130.0,,1010.0,0,0,10,1065,375,397065,129975,8
,6.3,,10.8,,0,1,11,1155,285,453315,73725,1
6.9,20.4,67.0,,33.0,2,2,8,510,510,320190,206850,8
6.9,12.2,108.0,,938.0,2,2,7,390,390,304230,222810,8
8.6,23.1,557.0,,123.0,1,1,5,1320,120,205800,205800,9
8.0,17.0,222.0,,3990.0,1,1,6,1425,15,226065,226065,8
,12.4,283.0,15.44,,0,0,10,810,630,437130,89910,9
7.2,14.3,647.0,1.07,260.0,0,1,10,1350,90,414630,112410,9
7.8,18.3,278.0,,102.0,2,2,9,510,510,377790,149250,9
7.6,6.5,304.0,2.21,220.0,0,2,11,510,510,459870,67170,1
7.7,4.0,356.0,2.59,355.0,0,1,11,1275,165,477915,49125,1
7.4,20.1,296.0,,53.0,2,1,7,1290,150,286410,240630,8
7.0,17.9,311.0,,4170.0,1,2,6,450,450,222210,222210,9
,4.3,,9.95,,0,2,12,450,450,485730,41310,1
7.8,12.5,468.0,,58.0,2,2,9,675,675,385155,141885,9
7.8,12.9,765.0,1.59,64.0,0,0,10,750,690,426990,100050,9
8.3,3.3,200.0,4.54,2950.0,0,0,12,840,600,501960,25080,2
7.4,26.9,117.0,,188.0,2,0,7,720,720,270000,257040,8
8.0,18.4,410.0,,268.0,1,1,5,1095,345,196935,196935,9
8.2,11.4,1760.0,2.49,13.0,0,1,10,1410,30,424770,102270,9
7.4,27.5,122.0,,141.0,2,3,7,255,255,288255,238785,7
7.4,21.1,326.0,,76.0,2,2,7,540,540,275580,251460,8
6.9,17.1,354.0,,1790.0,3,0,3,870,570,117510,117510,9
7.4,7.4,190.0,11.83,9430.0,0,1,12,1185,255,506625,20415,1
,21.4,,9.94,,2,3,9,255,255,377535,149505,8
7.2,7.6,198.0,,,0,2,11,570,570,474330,52710,9
7.1,8.4,172.0,,,0,1,11,1140,300,457620,69420,9
7.6,14.9,242.0,,13300.0,1,3,5,345,345,178905,178905,9
7.6,14.9,483.0,12.48,,0,3,10,195,195,423555,103485,9
7.6,22.9,462.0,,1100.0,2,1,8,1275,165,336795,190245,8
7.3,14.7,95.0,,395.0,1,3,4,15,15,161295,161295,9
