6,2.18,2.72,0.361,1339,0,313,11.78,4,2.01,2.39,0.38,727,602,95,0.9,0.25
7,2.55,3.0,0.411,1491,0,165,3.22,4,2.01,2.39,0.38,727,602,95,0.9,0.4
8,2.35,3.55,0.335,1342,0.0,0.0,1.57,4,2.01,2.39,0.38,727,602,95,0.9,0.8
9,2.31,3.26,0.478,1084,534,0.0,0.0,4,2.01,2.39,0.38,727,602,95,0.9,0.7
10,1.67,2.16,0.343,863,0.0,655,1.09,4,2.01,2.39,0.38,727,602,95,0.9,0.7
0,1.11,1.46,0.13,365,0.0,733,0.0,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.619047
1,2.41,2.59,0.309,1988,0,170,0.97,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.45
2,1.42,1.87,0.324,476,0,821,1.37,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.7
3,2.18,2.3,0.478,1153,0.0,0.0,1.29,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.75
4,2.01,2.39,0.38,727,602,95,0.9,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.4
5,2.49,2.63,0.315,1225,0.0,62,12.24,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.5
6,2.18,2.72,0.361,1339,0,313,11.78,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.4
7,2.55,3.0,0.411,1491,0,165,3.22,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.5
8,2.35,3.55,0.335,1342,0.0,0.0,1.57,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.6
9,2.31,3.26,0.478,1084,534,0.0,0.0,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.5
10,1.67,2.16,0.343,863,0.0,655,1.09,5,2.49,6.63,0.315,1225,0.0,62,12.24,0.5454
0,1.11,1.46,0.13,365,0.0,733,0.0,6,2.18,2.72,0.361,1339,0,313,11.78,1.0
1,2.41,2.59,0.309,1988,0,170,0.97,6,2.18,2.72,0.361,1339,0,313,11.78,0.6
2,1.42,1.87,0.324,476,0,821,1.37,6,2.18,2.72,0.361,1339,0,313,11.78,1.0
3,2.18,2.3,0.478,1153,0.0,0.0,1.29,6,2.18,2.72,0.361,1339,0,313,11.78,0.8
4,2.01,2.39,0.38,727,602,95,0.9,6,2.18,2.72,0.361,1339,0,313,11.78,0.75
5,2.49,2.63,0.315,1225,0.0,62,12.24,6,2.18,2.72,0.361,1339,0,313,11.78,0.6
6,2.18,2.72,0.361,1339,0,313,11.78,6,2.18,2.72,0.361,1339,0,313,11.78,0.5
7,2.55,3.0,0.411,1491,0,165,3.22,6,2.18,2.72,0.361,1339,0,313,11.78,0.5
8,2.35,3.55,0.335,1342,0.0,0.0,1.57,6,2.18,2.72,0.361,1339,0,313,11.78,0.8181
9,2.31,3.26,0.478,1084,534,0.0,0.0,6,2.18,2.72,0.361,1339,0,313,11.78,0.9090
10,1.67,2.16,0.343,863,0.0,655,1.09,6,2.18,2.72,0.361,1339,0,313,11.78,0.6666
0,1.11,1.46,0.13,365,0.0,733,0.0,7,2.55,3.0,0.411,1491,0,165,3.22,0.7
1,2.41,2.59,0.309,1988,0,170,0.97,7,2.55,3.0,0.411,1491,0,165,3.22,0.65
2,1.42,1.87,0.324,476,0,821,1.37,7,2.55,3.0,0.411,1491,0,165,3.22,0.9090
3,2.18,2.3,0.478,1153,0.0,0.0,1.29,7,2.55,3.0,0.411,1491,0,165,3.22,0.5
4,2.01,2.39,0.38,727,602,95,0.9,7,2.55,3.0,0.411,1491,0,165,3.22,0.6
5,2.49,2.63,0.315,1225,0.0,62,12.24,7,2.55,3.0,0.411,1491,0,165,3.22,0.5
6,2.18,2.72,0.361,1339,0,313,11.78,7,2.55,3.0,0.411,1491,0,165,3.22,0.5
7,2.55,3.0,0.411,1491,0,165,3.22,7,2.55,3.0,0.411,1491,0,165,3.22,0.5
8,2.35,3.55,0.335,1342,0.0,0.0,1.57,7,2.55,3.0,0.411,1491,0,165,3.22,0.7272
9,2.31,3.26,0.478,1084,534,0.0,0.0,7,2.55,3.0,0.411,1491,0,165,3.22,0.5
10,1.67,2.16,0.343,863,0.0,655,1.09,7,2.55,3.0,0.411,1491,0,165,3.22,0.2727
0,1.11,1.46,0.13,365,0.0,733,0.0,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.7
1,2.41,2.59,0.309,1988,0,170,0.97,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.4
2,1.42,1.87,0.324,476,0,821,1.37,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.6
3,2.18,2.3,0.478,1153,0.0,0.0,1.29,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.6
4,2.01,2.39,0.38,727,602,95,0.9,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.2
5,2.49,2.63,0.315,1225,0.0,62,12.24,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.4
6,2.18,2.72,0.361,1339,0,313,11.78,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.1818
7,2.55,3.0,0.411,1491,0,165,3.22,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.7272
8,2.35,3.55,0.335,1342,0.0,0.0,1.57,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.5
9,2.31,3.26,0.478,1084,534,0.0,0.0,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.2727
10,1.67,2.16,0.343,863,0.0,655,1.09,8,2.35,3.55,0.335,1342,0.0,0.0,1.57,0.2727
0,1.11,1.46,0.13,365,0.0,733,0.0,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.7272
1,2.41,2.59,0.309,1988,0,170,0.97,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.65
2,1.42,1.87,0.324,476,0,821,1.37,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.9
3,2.18,2.3,0.478,1153,0.0,0.0,1.29,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.6666
4,2.01,2.39,0.38,727,602,95,0.9,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.3
5,2.49,2.63,0.315,1225,0.0,62,12.24,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.5
6,2.18,2.72,0.361,1339,0,313,11.78,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.9090
7,2.55,3.0,0.411,1491,0,165,3.22,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.5
8,2.35,3.55,0.335,1342,0.0,0.0,1.57,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.7272
9,2.31,3.26,0.478,1084,534,0.0,0.0,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.5
10,1.67,2.16,0.343,863,0.0,655,1.09,9,2.31,3.26,0.478,1084,534,0.0,0.0,0.7
0,1.11,1.46,0.13,365,0.0,733,0.0,10,1.67,2.16,0.343,863,0.0,655,1.09,0.9
1,2.41,2.59,0.309,1988,0,170,0.97,10,1.67,2.16,0.343,863,0.0,655,1.09,0.9
2,1.42,1.87,0.324,476,0,821,1.37,10,1.67,2.16,0.343,863,0.0,655,1.09,1.0
3,2.18,2.3,0.478,1153,0.0,0.0,1.29,10,1.67,2.16,0.343,863,0.0,655,1.09,0.5
4,2.01,2.39,0.38,727,602,95,0.9,10,1.67,2.16,0.343,863,0.0,655,1.09,0.3
5,2.49,2.63,0.315,1225,0.0,62,12.24,10,1.67,2.16,0.343,863,0.0,655,1.09,0.4545
6,2.18,2.72,0.361,1339,0,313,11.78,10,1.67,2.16,0.343,863,0.0,655,1.09,0.3333
7,2.55,3.0,0.411,1491,0,165,3.22,10,1.67,2.16,0.343,863,0.0,655,1.09,0.7272
8,2.35,3.55,0.335,1342,0.0,0.0,1.57,10,1.67,2.16,0.343,863,0.0,655,1.09,0.7272
9,2.31,3.26,0.478,1084,534,0.0,0.0,10,1.67,2.16,0.343,863,0.0,655,1.09,0.3
10,1.67,2.16,0.343,863,0.0,655,1.09,10,1.67,2.16,0.343,863,0.0,655,1.09,0.5
